blood_group,user_id,company,registration,address,ssn,username,name,mail,station_ID,longitude,latitude
AB-,426,有限会社中島電気,2019-03-17,岡山県小笠原村藤金30丁目5番11号 下宇和田パレス800,404-32-2035,kana24,山田 太一,fujiikaori@hotmail.com,680,-89.7050165,-134.855824
O+,1955,Cannon-Carpenter,2020-11-05,"58444 Stacy Corner, Pattystad, AS 35842",812-73-4666,pcontreras,Miss Angela Moore,melissaallen@hotmail.com,175,36.887564,-28.727688
B+,344,清水水産株式会社,2020-01-10,宮崎県足立区明石町32丁目24番13号 千塚パーク441,235-72-6929,maayaishikawa,遠藤 陽一,sotarosasaki@yahoo.com,491,-38.7525,-31.329592
AB-,701,Aparecida,2025-06-22,"Praia de Costela, 982, Vila Ipiranga, 30963-653 da Paz de da Rosa / MS",45613970270,josuemendes,Daniela Fonseca,pcamara@ig.com.br,394,8.7075235,-15.552247
A+,1085,"Mitchell, Contreras and Pierce",2021-04-07,,234-39-3982,derrickmay,Robert Hawkins,roberthall@yahoo.com,610,78.7754755,118.269419
B-,1492,Thomas-Thomas,2025-07-09,"Unit 4330 Box 9317, DPO AE 44815",217-40-4703,hwright,Kim Morrison,daniellemayo@gmail.com,686,-60.2183135,-106.393754
O+,625,"Morosini, Forza e Tacchini SPA",2022-10-10,"Piazza Margherita, 8 Appartamento 61, 57127, Livorno (LI)",BNVDMC65M51E474O,carneraraffaello,Ramona Barcella,agiannuzzi@live.com,669,33.390901,133.095262
B-,418,Röhricht AG,2018-12-10,"Günter-Conradi-Gasse 20/54, 37997 Holzminden",175-36-7969,sibilla29,Dipl.-Ing. Dietlind Graf,milenalangern@gmail.com,277,84.427552,-165.424629
O+,1398,有限会社池田電気,2023-09-09,三重県長生郡長南町太田ヶ谷19丁目3番19号,128-47-4050,mikiishikawa,山本 美加子,yukiyamaguchi@hotmail.com,456,11.4982845,-118.795244
AB+,1677,Weihmann,2020-11-17,"Silvana-Kranz-Straße 61/70, 32883 Donaueschingen",739-24-6371,oradisch,Wulf Seifert,janettebluemel@web.de,651,44.01755,-126.094452
A-,1432,有限会社中川水産,2019-08-26,徳島県世田谷区浅草31丁目3番19号 独鈷沢パレス773,506-47-2030,manabu92,石井 稔,kazuyaikeda@yahoo.com,693,,
A+,917,Coppola SPA,2021-07-09,"Stretto Isabella, 0 Appartamento 3, 81025, Cantone (CE)",PVNNGL53L46B824X,rmaccanelli,Serafina Zamorani,ifinzi@alice.it,430,-68.4435205,107.294633
B+,1347,Alonzi Group,2023-11-29,,BRNGRM63C48A127Y,ginogentileschi,Cristina Camanni,federicabacosi@gmail.com,48,-39.9824425,-129.871891
O+,757,Stumpf e.G.,2023-07-12,"Gerlachstr. 22, 79292 Kleve",372-47-9399,conradihelen,Kornelia Kranz-Kaul,torben20@googlemail.com,618,55.7553615,5.891273
B-,2118,"Holmes, Rhodes and Hunter",2021-11-29,"572 Barton Motorway, Port Carolfort, CO 58492",280-44-2587,susanbrown,James Curtis,crawfordjoseph@yahoo.com,305,42.3906365,0.294783
AB+,598,Borges,2023-04-05,"Sítio Emanuel Cassiano, 92, Nossa Senhora Do Rosário, 36780-699 Sampaio / PA",54932801670,antonella76,Alícia Rezende,costaalice@uol.com.br,461,-85.528784,155.688752
AB+,1073,Gentilini e figli,2023-09-03,"Via Tosi, 0 Appartamento 71, 64013, Corropoli (TE)",MZZPTZ62R08E111N,eceschi,Riccardo Porzio-Fioravanti,qdonini@tin.it,523,-13.9750675,81.339422
O+,270,Niemeier,2023-06-16,"Martin-Ackermann-Ring 62/70, 41561 Sternberg",045-46-3367,goenueltrueb,Paulina Jungfer,dursunbeier@googlemail.com,365,29.3371795,27.271706
AB+,465,小林保険有限会社,2020-12-15,,164-19-6318,kenichikato,山本 京助,yui01@yahoo.com,25,80.436505,-155.466504
A-,862,伊藤食品有限会社,2019-09-10,埼玉県神津島村中川崎20丁目18番5号,694-84-3114,sotarokobayashi,池田 結衣,taichi05@hotmail.com,176,-87.1948415,-111.737027
O+,1117,Plath Schacht e.V.,2021-12-01,"Södingallee 3982, 69197 Starnberg",719-73-1443,sieghardraedel,Damaris Käster B.Eng.,rosemannjulia@hotmail.de,591,47.579079,111.660731
AB-,2117,Nunes - EI,2019-03-15,,65284371909,moreirasamuel,Helena Borges,eduardoabreu@gmail.com,163,5.900344,-88.783102
AB-,319,Nicolucci-Barcaccia SPA,2021-10-05,"Vicolo Padovano, 26, 09081, Ardauli (OR)",GSPDNT79R41G717B,gaetano65,Benedetto Camiscione,fioravantimichelangelo@hotmail.it,371,-83.1661365,21.537054
B+,1731,Rogers LLC,2020-12-11,,272-67-7806,coopernatasha,Douglas Santos,sarah21@hotmail.com,164,24.9884675,86.319771
AB-,2094,Monteiro,2025-06-08,"Setor Kaique Albuquerque, Coração Eucarístico, 98839-885 Mendonça das Flores / SC",96057248392,xcunha,Rael da Rocha,giovanna18@bol.com.br,260,44.9680455,-110.237477
O+,1056,合同会社鈴木鉱業,2025-07-26,岩手県多摩市長畑14丁目9番3号 氏家ハイツ213,104-47-7228,miki33,田中 淳,shimizushota@gmail.com,717,52.283083,-41.597521
O-,995,Silveira - ME,2020-05-05,"Praia de Dias, 3, Barroca, 03656-010 Freitas / CE",78961325400,nvasconcelos,Leandro Martins,danilo48@uol.com.br,629,-26.6137835,-20.404419
B+,608,藤原食品株式会社,2019-05-27,岐阜県横浜市緑区平須賀36丁目12番7号 シティ神明内382,473-50-6668,atakahashi,石井 篤司,ysasaki@yahoo.com,141,-86.2473325,-146.660586
B-,147,Cianciolo-Flaiano Group,2025-05-10,"Strada Piane, 288 Piano 3, 38080, Strembo (TN)",LNUNPN24T47B246B,ecamiscione,Pietro Gozzi,ottavioborsiere@hotmail.it,183,64.3357375,166.276649
B-,1406,佐藤食品有限会社,2019-11-28,宮崎県新島村外神田40丁目22番13号 シティ長間214,380-13-2646,qyamashita,田中 拓真,xsaito@hotmail.com,733,78.974283,-173.767746
AB+,1675,Pires Porto Ltda.,2022-01-14,"Chácara Castro, 21, Esplanada, 16358860 Dias do Oeste / ES",91582467030,felipeda-cruz,Laura Mendes,arthur-gabrielcamargo@yahoo.com.br,171,22.1660905,137.452096
AB+,958,Hübel GmbH,2018-11-14,"Ali-Meister-Weg 78/51, 80083 Zossen",319-94-4005,lkobelt,Sandy Harloff,insa41@hotmail.de,396,-11.645765,136.308175
AB+,1109,Barth,2022-01-31,"Wagnerweg 74/59, 17630 Ebermannstadt",267-64-9358,ioannisbauer,Gerhart Rosenow,cdippel@aol.de,279,,
B-,274,"Hudson, Pearson and Richmond",2024-06-10,"798 Billy Stream, New Josephchester, SD 79318",891-55-7218,austin22,Gabriela Gordon,dhayes@hotmail.com,124,79.936758,46.271107
O+,900,"Martin, Perez and Campos",2019-11-23,"735 Jacobs Ports, Transide, UT 69675",421-70-9473,normansergio,Jerry Manning,priceamanda@gmail.com,410,-23.7485335,-42.399961
B-,1644,"Knight, Dixon and Schroeder",2025-03-09,"9678 Jill Union Suite 928, Ashleychester, FL 44737",448-45-7813,westcatherine,Nicole Cook,sarahhernandez@gmail.com,93,-39.245613,80.582829
O+,466,Paffrath AG & Co. KGaA,2020-10-31,"Alicja-Tschentscher-Gasse 833, 73935 Meiningen",661-57-2158,klaus-peter31,Ali Vollbrecht,fritschanna-lena@gmail.com,431,,
A-,988,Vargas,2024-01-26,"Passarela Milena Nogueira, 135, Grotinha, 15297754 Porto / MA",50137498241,maria-luiza31,Dra. Bianca das Neves,pvieira@ig.com.br,625,-27.7312605,-20.666942
AB+,1331,Girschner,2023-03-25,"Trubweg 3, 62084 Burg",559-12-4709,lbeer,Hans-Helmut Fliegner,dkaester@aol.de,684,9.1749025,90.575815
A-,1940,合同会社田中建設,2019-02-21,北海道清瀬市港南24丁目7番18号 台東コート179,423-17-7502,nsato,斎藤 直人,kenichikobayashi@gmail.com,127,60.786129,-5.988828
AB+,341,西村農林合同会社,2025-09-08,鳥取県狛江市湯本塩原33丁目15番19号,048-60-3175,itoakemi,藤田 香織,kazuya31@hotmail.com,713,,
A+,124,Borsiere-Cavalcanti Group,2025-02-27,,VDOLVR74B05E813X,orlando54,Daniele Pirelli,marina04@gmail.com,177,-36.39885,-77.313841
A+,1812,Campos - EI,2021-09-17,"Via Leão, 38, Bela Vitoria, 65321-137 Oliveira Grande / PI",10473956225,isabelalima,Helena Novais,ana-julia51@uol.com.br,349,-25.832572,-99.387204
O+,1746,Souza,2022-05-20,,78314652008,pedro-henrique62,Daniela Santos,samarcelo@hotmail.com,392,-71.3912465,175.023963
O-,561,Bruder Mentzel GmbH & Co. KGaA,2020-01-03,"Steven-Bähr-Gasse 170, 56829 Wesel",065-25-9087,claudio49,Stella Gehringer,butteelenore@gmx.de,141,-12.118758,153.048578
A-,1282,株式会社田中情報,2022-11-30,群馬県四街道市大京町15丁目9番8号 パーク東大和町260,141-12-9831,fujiikaori,山田 裕樹,kobayashiminoru@hotmail.com,290,75.2375555,-60.636669
O+,647,Freitas S.A.,2019-12-15,"Estação João Lucas Garcia, 88, Saudade, 93592650 Melo de Gomes / SE",83074625929,wdas-neves,Yasmin da Costa,diogojesus@hotmail.com,144,7.959153,73.071622
O+,234,Wagner AG,2024-03-27,"Löfflerstr. 3-3, 68648 Lichtenfels",330-39-5307,ewarmer,Katherina Pärtzelt,mattias10@gmx.de,150,-82.273595,174.084575
A+,1680,佐藤銀行有限会社,2023-12-06,千葉県福生市柿木沢新田38丁目26番9号,388-85-7734,nishimuramanabu,伊藤 花子,nsuzuki@hotmail.com,324,38.182897,60.562319
A+,1411,Freudenberger Zobel AG,2019-09-18,"Oscar-Drub-Gasse 7-3, 21927 Arnstadt",088-48-1051,joachim56,Kazim Nerger,olaf41@hotmail.de,480,-50.1041665,-99.171046
O+,1793,高橋鉱業株式会社,2020-09-28,北海道北区日比谷公園3丁目6番18号 コート中小来川816,531-05-9677,ctanaka,岡田 晃,maayasato@hotmail.com,560,-20.735583,173.544283
AB+,216,鈴木運輸合同会社,2023-12-02,,527-22-8732,yoichikondo,松本 学,gsato@gmail.com,688,-33.7718115,-141.143077
AB+,344,Simmons LLC,2024-11-12,"27927 Alice Mission, East Jennifer, WV 66805",418-04-6259,valenciamike,James Daniel,ericbutler@gmail.com,649,-29.7781165,58.609396
O+,1304,"Cainero, Juvara e Bompiani e figli",2019-03-27,"Viale Goffredo, 39, 98027, Allume (ME)",PTRPRI76T43L508W,steingilberto,Dott. Pierina Cociarelli,cavalcantiilaria@gmail.com,358,40.605451,9.059749
A-,1207,Flantz,2019-02-03,"Rohlederstraße 5/4, 36237 Witzenhausen",942-00-2479,hpieper,Friedericke Otto,ptrub@yahoo.de,41,-52.15166,58.449778
O+,1885,Peixoto,2022-08-16,"Colônia de Novais, 967, Mineirão, 12101368 Fogaça / PI",38741509684,julia60,Ana Vitória Cirino,sarah05@yahoo.com.br,274,-89.655534,149.846703
A+,1076,"Davis, Hansen and Fowler",2022-12-27,"246 Danielle Ramp Suite 984, Pattersonland, ME 01103",227-58-3059,gskinner,Juan Stevens,robertsdonald@gmail.com,313,-60.223724,128.791231
B+,868,Anderson Group,2022-07-22,"362 Bryan Centers Suite 496, Jonesborough, NY 55274",044-49-3078,smithdavid,Carol Davis,lopezjaime@gmail.com,305,-81.12602,65.086938
AB+,847,Binaghi-Barsanti e figli,2023-07-04,"Contrada Pompeo, 477 Appartamento 76, 86027, San Massimo (CB)",FRRMCA26M43E711N,xdurante,Rosa Pasqua,pierangelogaleati@libero.it,178,-25.3163775,-23.022099
AB-,1236,"Miller, Hall and Roberts",2022-12-12,"Unit 8806 Box 1610, DPO AA 37651",261-65-4160,duncanlisa,Renee Lewis,christy93@gmail.com,585,-74.267267,134.600231
B-,444,Iannucci-Giusti Group,2019-10-15,"Incrocio Praga, 670 Piano 1, 10077, Malanghero (TO)",MNTDLS17E31L599N,yortolani,Greca Folliero,vferraris@tele2.it,743,,
AB+,491,Powers and Sons,2023-05-27,"PSC 7179, Box 1552, APO AP 68477",128-83-7505,paulvega,Robert Day,phyllis65@hotmail.com,692,-17.5018695,-22.377005
B-,1300,da Mata Peixoto - EI,2022-05-17,"Morro Aragão, 367, Lourdes, 49883-647 Garcia Verde / MT",71806392496,alveshenry,Hadassa Oliveira,maria-alice22@hotmail.com,9,-87.2043275,59.644793
O-,325,合同会社斎藤鉱業,2022-11-19,沖縄県御蔵島村上広谷39丁目9番4号 コート四番町615,247-67-2358,lshimizu,伊藤 康弘,kenichimatsuda@gmail.com,204,-50.5979525,19.29475
AB+,525,加藤運輸合同会社,2022-04-04,長崎県神津島村東大和町42丁目6番11号 今戸パレス457,741-41-6073,junabe,森 里佳,taichi84@gmail.com,627,43.7892825,44.40846
O-,1044,Peixoto Moreira S/A,2020-02-19,"Pátio Barbosa, 9, Vila Nova Cachoeirinha 3ª Seção, 83966098 Fernandes do Sul / MA",84563190748,diegofogaca,Guilherme Porto,castromaria-liz@hotmail.com,90,-11.481264,68.705693
AB+,1156,Hölzenbecher,2020-01-23,"Caterina-Davids-Platz 4/1, 34227 Niesky",919-74-2520,andrebarth,Engelbert Söding,maya93@gmail.com,372,-86.388166,-95.566086
AB+,1174,Tlustek Benthin GbR,2023-01-24,"Karl-Peter-Faust-Platz 45-66, 02326 Sulzbach-Rosenberg",391-46-6292,roswitha41,Hildegunde Steckel MBA.,gkarz@web.de,119,44.955428,-154.350153
B+,858,Tamborini s.r.l.,2019-10-24,"Borgo Calbo, 84, 21032, Caravate (VA)",MRZCTN75H07I698M,beppefoa,Berenice Bettoni-Renier,esegni@libero.it,691,-27.234721,-147.594987
A-,1442,Mendes Cardoso - EI,2021-03-05,"Condomínio Brayan Mendes, 7, Vila Paquetá, 24511-037 Sousa das Pedras / PI",52371069434,casa-grandemaria-julia,Cecília Martins,luiz-fernandocamargo@hotmail.com,272,-68.2426115,33.394893
AB-,1511,Pastor Nunes S/A,2025-08-09,"Colônia Martins, 196, Vila Madre Gertrudes 4ª Seção, 66352322 Costa do Campo / DF",57312094643,vitor-gabrieloliveira,Thiago Machado,maria-sophiapastor@gmail.com,685,-62.7936715,-118.952796
A+,2068,Walls-Cunningham,2025-07-05,"105 Stevens Key Apt. 290, West Charles, OK 59994",472-63-2922,ehuerta,Susan Rodriguez,jennifer81@gmail.com,43,-36.0587235,12.851984
O-,1783,"Manzoni, Luciani e Pagnotto e figli",2024-04-25,"Viale Marcantonio, 884 Piano 6, 23890, Barzago (LC)",MNCLBT11M63H240L,santigemma,Giustino Cristoforetti,mariana12@virgilio.it,381,51.4940595,31.759836
B-,1830,Scandone-Bragaglia e figli,2019-04-30,"Piazza Ansaldo, 72 Piano 9, 63843, Montottone (FM)",NTTBRC07H21B984A,benedetto26,Angelina Migliaccio,achille77@virgilio.it,704,3.695037,-92.574173
B-,1084,Pinamonte-Garrone e figli,2019-10-01,"Contrada Sabatino, 7, 26049, Stagno Lombardo (CR)",NTTSLV10L55D578E,francesca09,Annalisa Brenna,fedele65@yahoo.com,250,-81.9021815,60.659908
O+,2088,合同会社松本農林,2023-06-22,北海道小笠原村神明内2丁目5番3号,563-62-2845,matsumotosayuri,斎藤 裕樹,ssuzuki@gmail.com,263,45.9581115,-57.871933
A-,42,Kobelt,2021-12-12,,460-91-8089,andrey68,Franka Huhn,h-dieter95@gmail.com,571,-19.1586535,-123.438089
B+,2016,田中鉱業株式会社,2023-07-10,,029-42-5045,yamamotohideki,山崎 陽子,manabunakamura@yahoo.com,665,-13.265269,4.542639
B+,1948,Liebelt KG,2022-07-07,"Stella-Börner-Gasse 82-99, 87824 Monschau",351-25-1701,tassilo97,Frau Wendelin Butte,strohtony@aol.de,707,58.6259095,-171.35305
A+,1742,Scheuermann,2019-12-11,"Hethurallee 79/64, 52813 Rehau",061-53-7198,henrischuchhardt,Susana Ullmann-Hartmann,fischereitel@hotmail.de,570,-4.8615285,-149.188887
A+,1516,Heidrich,2023-01-07,"Sigurd-Juncken-Straße 2, 12807 Schongau",778-68-3281,tiloritter,Hans-Hinrich Bloch,sophia14@hotmail.de,550,26.5357275,106.07014
AB-,1500,"Foster, Garza and Shannon",2023-09-25,"PSC 5205, Box 8046, APO AP 45556",824-67-6117,wagnerwilliam,Kristin Gonzalez,meagan48@gmail.com,387,74.6109095,136.764611
A+,311,Birnbaum,2022-09-21,"Hedi-Hübel-Allee 2397, 59469 Strausberg",108-76-0208,korneliadavids,Univ.Prof. Frithjof Süßebier,xsteuer@hotmail.de,417,32.626106,-179.627258
AB+,730,Correia,2021-06-25,"Passarela de Lopes, Dona Clara, 09011-663 Costa de Minas / RN",01957643820,antonellasilveira,Srta. Kamilly Andrade,camaramariana@uol.com.br,292,-58.059677,-154.531437
B-,98,"Hall, Vazquez and Diaz",2022-07-30,"083 April Extensions, Hillbury, AZ 02875",185-60-7332,michelle58,Lisa Baker,danielrasmussen@gmail.com,242,80.917741,87.876329
A+,263,Wulf GmbH,2025-08-29,"Lindnerstraße 95/15, 38208 Demmin",037-74-8179,cbeier,Leszek Kabus,heinrichzeki@yahoo.de,26,-9.0976175,25.411251
B+,226,山田水産株式会社,2021-03-06,大分県横浜市瀬谷区土沢7丁目6番15号,705-62-2355,ryoheimatsumoto,鈴木 淳,suzukiyumiko@gmail.com,170,-26.076851,-141.318019
B+,0,Walters-Diaz,2024-11-05,"674 Dennis Ridges, Martineztown, PW 13645",880-08-6486,jimmydixon,Joshua Jones,vwright@yahoo.com,411,-38.554129,-170.565794
AB+,1855,Kroker,2021-04-02,"Köstergasse 35/50, 68884 Kronach",977-12-6072,florch,Ing. Adalbert Koch II B.Eng.,lhornich@web.de,508,5.294882,-4.541538
A-,1673,Kelly and Sons,2022-08-08,"0783 Burke Spur Apt. 353, Reeveschester, HI 80470",324-30-0453,mirandajesse,Teresa Morales,amy58@hotmail.com,311,-65.8128885,73.253679
O-,1445,Jennings Group,2020-11-18,"5577 Leslie Motorway, Hannahland, UT 02107",188-48-3325,jamesjoseph,Courtney Howell,rosssharon@gmail.com,488,13.390657,110.371292
B+,872,Kraushaar AG,2020-07-30,"Guido-Zahn-Platz 974, 52630 Monschau",245-05-4553,zorbachheribert,Gertrud Tintzmann B.Sc.,junkenhelge@googlemail.com,535,16.2529345,7.281195
A+,1105,Machado,2020-02-06,"Jardim de Barbosa, 6, Vila Nossa Senhora Do Rosário, 98194-307 Dias do Amparo / MS",25678409158,laurasampaio,Vinicius Monteiro,leaoluana@yahoo.com.br,307,18.202998,102.20755
AB-,925,Brunello Group,2025-09-16,"Viale Biagio, 571, 31049, Bigolino (TV)",ZMRMRA53R06B187Y,pompeo56,Vincenzo Botta-Pedersoli,teresaalbertini@libero.it,67,-62.4311705,-166.031483
A-,194,Marks-Delgado,2021-01-17,"5404 Rodgers Centers, Carterbury, MT 77882",337-60-6764,garciakim,Thomas Gutierrez,hodgesbruce@yahoo.com,128,76.4473335,15.484714
AB+,2094,Jacob,2022-10-22,,528-73-8069,wally31,Niko Pärtzelt,adlerdorothea@hotmail.de,324,-78.6284435,76.27746
O+,1936,Hart-Soto,2022-02-06,"4550 Stephanie Lodge, South Danielle, MH 93263",252-28-9276,andrealuna,Paula Hayes,john53@gmail.com,453,37.9548965,48.755749
AB-,719,合同会社伊藤情報,2025-04-13,山梨県立川市東上野21丁目24番10号 皇居外苑コート478,581-07-1784,mkato,高橋 康弘,nakamurataichi@gmail.com,220,,
O-,1964,Schleich GmbH & Co. OHG,2021-03-30,"Heribert-Hornich-Ring 90, 63951 Sonneberg",379-73-3767,benkraushaar,Univ.Prof. Tomas Hörle,ilija09@yahoo.de,185,75.402623,-122.786825
O-,310,Costa,2021-01-20,"Morro Lucca Gonçalves, 13, São Gabriel, 04424276 Albuquerque de Albuquerque / RN",30259784656,antonioferreira,Valentina Martins,da-pazpietra@gmail.com,632,0.065089,-25.195333
AB+,1012,合同会社近藤建設,2024-09-02,青森県羽村市轟22丁目27番3号,436-15-2230,yutasuzuki,青木 舞,vyamada@gmail.com,737,-5.837477,-135.496305
B+,193,有限会社高橋情報,2020-02-09,茨城県長生郡睦沢町津久戸町17丁目16番18号,870-12-9298,lfujita,藤原 学,asukakato@hotmail.com,105,-79.4203055,-76.042719
A+,486,Koch Neuschäfer AG & Co. KGaA,2021-11-02,"Hellwigplatz 4, 74688 Meißen",098-60-9738,marcella43,Erdal Schweitzer,drewessvenja@web.de,632,-84.530263,-21.751289
O+,1468,Ramos,2019-05-26,"Residencial Samuel Costela, 86, Vila Suzana Segunda Seção, 49763752 Aragão / BA",68947210331,pietra25,Marcela Pinto,asafe13@hotmail.com,321,-75.3942175,59.748391
A+,1536,"Valguarnera, Lamborghini e Montanelli s.r.l.",2018-10-16,,MRSLNR07B21A706H,orazio53,Ramona Tolentino-Nitti,guglielmorinaldi@outlook.com,722,-81.3878825,40.065267
A-,1569,Kambs Vogt GmbH & Co. KGaA,2022-06-13,"Heßplatz 9/4, 90626 Mainburg",981-91-5879,iullrich,Abdul Barth,textoramalia@aol.de,610,59.3885435,-77.03106
AB-,931,"Rizzoli, Murri e Zarlino s.r.l.",2020-05-30,"Canale Giacomo, 74, 25017, Centenaro (BS)",CVLSLV21L49A733F,orusso,Dott. Ricciotti Saragat,dianarizzoli@hotmail.com,130,58.3226665,6.203162
B-,1377,Vargas - ME,2025-01-12,"Via de Azevedo, 854, Vila São Paulo, 37028-274 Cavalcanti / SE",58734129014,souzahellena,Dra. Laís Fogaça,liviapimenta@gmail.com,353,30.088659,104.917164
B+,604,株式会社鈴木鉱業,2024-01-16,徳島県東大和市中三依7丁目23番4号 所野パレス704,094-02-7450,mikitakahashi,伊藤 直子,pgoto@yahoo.com,307,0.9509405,-40.411919
B+,1574,村上運輸合同会社,2023-06-04,鹿児島県東村山市丸の内ＪＰタワー30丁目20番6号 木立コート738,808-07-8507,minoruogawa,中島 里佳,matsudayumiko@yahoo.com,16,25.437947,-75.513995
O+,316,Bellucci-Pacetti Group,2019-04-18,"Borgo Massimo, 1 Piano 6, 28019, Baraggia (NO)",BNGMRL77D70A766G,ermes18,Dott. Licia Jovinelli,rosariomazzanti@fastwebnet.it,27,-85.034767,161.411691
AB+,1934,Druso-Zola Group,2022-03-01,"Rotonda Goldstein, 71, 47028, Balze (FC)",STNRLD56C46H639I,giannottinapoleone,Erika Bossi,zspanevello@hotmail.it,596,54.858118,-121.434213
B+,1007,Marques Ltda.,2024-07-25,"Pátio de Siqueira, 54, Conjunto Minas Caixa, 92616170 Moreira / CE",41725390841,hcosta,Ana Cecília Nogueira,pedro66@bol.com.br,353,22.826089,-75.978681
B+,1571,"Allen, Garza and Horn",2024-09-20,"52856 Linda Key, Port Nicholasstad, VT 24810",260-37-2772,lhill,Lauren Jennings,tamaraprice@hotmail.com,610,18.239321,34.890032
A+,2128,Stadelmann,2025-07-04,"Kitzmanngasse 4/6, 76171 Stade",417-54-4525,walentina86,Irmgard Beckmann,adalbertreising@web.de,403,-20.4301375,60.398148
B-,169,Vieira Melo - ME,2022-04-26,"Fazenda de Abreu, 6, Vila Copasa, 50271-812 Albuquerque das Pedras / DF",27158603903,bcorreia,Sr. Paulo Rodrigues,ana-liviarodrigues@yahoo.com.br,380,-67.1952585,-138.172885
AB-,373,"Flores, Jones and Jones",2025-02-04,"50938 Kaylee Lake, South Kimberly, IA 31763",107-40-9765,oscarhill,Kimberly Shelton,boydtracy@gmail.com,298,11.1882885,140.160881
B+,580,Mccoy-Davis,2019-09-02,,308-63-1720,idaugherty,Jordan Williams,cmclaughlin@hotmail.com,306,2.891954,-45.957846
O+,2056,Borges Freitas S.A.,2022-05-27,,35217460970,eazevedo,Amanda Mendonça,luigidas-neves@uol.com.br,312,-1.9839585,-82.362803
A+,1596,Peixoto,2019-12-10,"Sítio de Teixeira, João Paulo Ii, 64283-395 Moura / RN",97218435637,renan33,Sra. Ana Beatriz Sá,nsilva@ig.com.br,729,-68.2773165,-147.053798
AB+,594,Pratt Group,2024-03-31,"8455 Parker Ports Suite 167, Branchshire, IA 17119",362-85-2828,michael72,Tiffany Beck,lnicholson@gmail.com,23,-62.0334135,12.973564
AB-,1595,Abreu,2024-10-25,"Passarela Sarah da Costa, 25, Corumbiara, 93851-393 Pacheco / RO",68205341915,nina67,Bento Pastor,mendoncaclarice@yahoo.com.br,216,30.7327815,22.303253
O-,1382,Oliveira,2021-12-10,"Recanto Emilly Carvalho, 30, Conjunto Jatoba, 20855-786 da Rosa / MT",95270846101,pachecoluigi,João Miguel Novaes,krezende@bol.com.br,672,33.7567285,106.376666
AB+,1941,Delgado Group,2024-09-21,"49354 Johnson Lodge Apt. 348, Hodgesfurt, CT 32064",290-86-5429,rjackson,Samantha Reynolds,fmorgan@gmail.com,270,6.2254585,-123.978471
A-,1473,Brito Andrade S.A.,2020-11-07,,69381245746,monteiroisabela,Kevin da Mota,garciamatheus@bol.com.br,549,6.45237,5.162838
AB-,1325,Vargas,2024-04-28,"Favela da Rocha, 625, Conjunto Jardim Filadélfia, 71927301 Moraes de Costa / MG",90765328186,dcostela,Yago Oliveira,andradelevi@bol.com.br,66,41.218059,-28.612076
A+,1937,Fogaça,2023-10-22,"Loteamento Casa Grande, 81, Conjunto Providencia, 20097087 Cavalcanti do Sul / AM",46091523716,mariacosta,Isaac Martins,isabelaraujo@hotmail.com,469,-10.299358,142.148021
AB-,987,近藤情報株式会社,2024-03-21,大分県川崎市川崎区独鈷沢10丁目18番13号 シティ東三島397,194-19-5605,kaoritanaka,岡田 英樹,yoichikimura@hotmail.com,704,63.4098325,99.696745
B-,581,合同会社木村建設,2020-03-30,茨城県葛飾区隼町42丁目18番19号 花川戸パーク524,206-50-7528,sasakimikako,高橋 舞,itojun@yahoo.com,653,-62.388612,25.308708
O-,381,Tran Group,2019-11-01,"4120 Jones Highway Apt. 711, Sampsonbury, FL 94249",091-78-8807,kelly15,Jeffrey Lambert,cwhitney@yahoo.com,607,37.923994,-140.775806
B-,1543,Parker Group,2021-02-05,"014 Ricky Lights Suite 392, Lake Gregory, IN 51534",265-10-6264,robert35,Brett Torres,hannah82@yahoo.com,187,39.206643,114.875238
A-,208,Siqueira,2024-10-20,"Alameda de Duarte, 6, Barreiro, 83342207 Nunes das Pedras / AM",36841075900,silvamatheus,Camila Nunes,maite13@uol.com.br,428,57.8742755,-41.110873
A+,1109,da Paz - ME,2024-11-12,"Viela Heloísa Mendes, 4, Novo São Lucas, 72570-289 Pereira / CE",87145690276,santossara,Vinicius da Mota,das-nevesallana@uol.com.br,292,-26.2699455,-54.171845
AB+,1269,株式会社西村ガス,2023-04-21,長野県川崎市高津区平須賀12丁目11番20号 パーク脚折町896,105-46-0087,yui36,高橋 治,kanamatsumoto@gmail.com,729,-33.8615945,163.035365
B-,728,Flantz Schweitzer e.G.,2018-10-16,"Kuschallee 26, 68470 Gadebusch",685-92-6856,beyerella,Valerij Dietz,pergandeandre@web.de,521,64.2330865,-50.275329
AB-,2080,"Zaguri, Ziani e Odescalchi s.r.l.",2021-08-07,"Piazza Giuliano, 68, 33081, Aviano (PN)",CLLMTT60P61I831P,ignazio01,Patrizia Peruzzi-Interiano,bgaliazzo@vodafone.it,581,-79.795382,132.177327
AB+,202,Silveira,2021-03-12,,10829735488,sarada-costa,Ana Liz Viana,vianaleonardo@hotmail.com,318,-9.7702745,-65.027992
AB+,1766,Steckel GmbH & Co. KG,2019-04-26,"Schleichgasse 2, 97051 Uffenheim",993-50-5528,siegried88,Christa-Maria Kabus MBA.,naserernst@aol.de,433,72.7642135,78.328771
A-,487,Lopez-Drake,2024-02-04,"828 Barnes Vista Apt. 710, Pottstown, NE 28597",475-30-2468,jprice,Regina Brown,achapman@hotmail.com,56,27.9718305,35.936852
